date,open,close,high,low,volume,volume
2022-05-18,123.71175568630306,126.31588343724478,127.63363482928757,122.70775462569902,65498.0,65498.0
2022-05-19,124.7262150912884,127.80096833938823,128.07288529330182,123.94183926269149,46087.0,46087.0
2022-05-20,128.44938569102834,125.42692416483496,130.72930476615,123.2515885335262,51787.0,51787.0
2022-05-23,125.47921588674141,124.56933992556901,125.500132575504,122.3626292611164,44472.0,44472.0
2022-05-24,124.5797982699503,121.4213782668001,126.0335081389499,121.4213782668001,40922.0,40922.0
2022-05-25,121.43183661118141,120.89846104773551,122.59271283750482,118.73358376080807,41575.0,41575.0
2022-05-26,120.42783555057738,122.80187972513066,125.28050734349686,118.80679217147711,54654.0,54654.0
2022-05-27,123.19929681161975,123.2515885335262,125.32234072102203,122.26850416168476,36524.0,36524.0
2022-05-30,123.00058826837521,124.34971469356188,124.7052984025258,120.77296091516001,33510.0,33510.0
2022-05-31,124.20329787222379,124.76804846881355,125.28050734349686,121.52596171061303,36336.0,36336.0
2022-06-01,124.76804846881355,126.43092522543898,128.05196860453924,124.45429813737479,45510.0,45510.0
2022-06-02,124.9772153564394,129.29651158591298,130.7083880773874,124.9772153564394,40645.0,40645.0
2022-06-06,129.59980357297047,128.32388555845284,129.98676231507827,126.02304979456859,69959.0,69959.0
2022-06-07,128.4912190685535,129.47430344039495,130.77113814367516,124.01504767336053,61427.0,61427.0
2022-06-08,129.5788868842079,132.37126483401283,136.66964437472384,128.9095528438052,75772.0,75772.0
2022-06-09,132.83143198678968,128.41801065788448,132.83143198678968,126.33680012600735,51085.0,51085.0
2022-06-10,128.114718670827,132.8209736424084,135.3832680158249,127.38263456413655,96998.0,96998.0
2022-06-13,132.8105152980271,129.6834703280208,132.96739046374648,124.27650628289283,105345.0,105345.0
2022-06-14,127.05842588831649,128.86771946628002,129.798512116215,126.21129999343187,57052.0,57052.0
2022-06-15,129.8403454937402,129.26513655276912,133.845891391775,127.81142668376953,80918.0,80918.0
2022-06-16,130.54105456728672,132.8209736424084,133.7099329148182,128.65855257865417,53834.0,53834.0
2022-06-17,132.80005695364582,139.71302258967984,139.95356451044952,131.03259675320746,81534.0,81534.0
2022-06-20,141.187649147442,132.8105152980271,142.5158588838661,131.77513920427918,155587.0,155587.0
2022-06-21,131.2522219852146,130.02859569260343,132.8105152980271,127.91601012758245,81752.0,81752.0
2022-06-22,129.6834703280208,130.11226244765376,133.62626615976788,129.1605531089562,54598.0,54598.0
2022-06-23,130.13317913641635,143.122442857981,143.122442857981,130.12272079203507,112635.0,112635.0
2022-06-24,145.30823683367103,145.0886116016639,149.37653279799363,143.04923444731196,92865.0,92865.0
2022-06-27,146.74103001390804,144.0636938522973,147.3162389548791,141.5850662339311,68101.0,68101.0
2022-06-28,143.9068186865779,145.06769491290135,146.0507792847428,142.4844838507222,52957.0,52957.0
2022-06-29,144.3251524618296,141.0307739817226,146.31223789427509,140.33006490817607,48033.0,48033.0
2022-06-30,141.0412323261039,142.20210855242732,144.74348623708127,140.49739841827673,44079.0,44079.0
2022-07-01,142.2334835855712,141.2922325912549,147.77640610765596,140.02677292111858,52613.0,52613.0
2022-07-04,141.50139947888076,146.20765445046217,147.21165551106617,138.6776464959319,73325.0,73325.0
2022-07-05,145.27686180052717,145.3186951780523,145.84161239711693,142.44265047319703,37148.0,37148.0
2022-07-06,144.3251524618296,142.52631722824736,146.29132120551247,140.49739841827673,44478.0,44478.0
2022-07-07,143.802235242765,146.29132120551247,147.2221138554475,142.63090067206028,55469.0,55469.0
2022-07-08,146.40636299370672,140.35098159693862,146.62598822571383,138.39527119763704,63657.0,63657.0
2022-07-11,141.187649147442,137.0043113949252,141.187649147442,135.00676761809842,54903.0,54903.0
2022-07-12,137.0043113949252,135.43555973773138,140.1208980205502,135.22639285010555,51903.0,51903.0
2022-07-13,135.9375602680334,131.41955549531525,136.54414424214835,130.13317913641635,68604.0,68604.0
2022-07-14,129.29237019271991,132.0151833492992,134.5936048990902,129.29237019271991,60900.0,60900.0
2022-07-15,130.7053452020054,129.69460395448732,134.04697953053451,129.60178077869483,55326.0,55326.0
2022-07-18,130.0143282266614,126.0332453537841,130.67440414340788,122.82568894584409,99839.0,99839.0
2022-07-19,126.0332453537841,126.35296962595818,128.91076380335085,123.64047015557803,82956.0,82956.0
2022-07-20,126.84802656351803,130.3546798712338,132.00486966310004,125.32160100604177,80074.0,80074.0
2022-07-21,130.3546798712338,127.18837820809044,130.3546798712338,125.54850210242338,65992.0,65992.0
2022-07-22,127.3740245596754,128.291942631401,128.93139117574918,126.44579280175064,42010.0,42010.0
2022-07-25,128.92107748955002,126.16732327437322,131.499499039341,125.46599261283008,71338.0,71338.0
2022-07-26,125.82697162980081,124.75434826508774,127.15743714949296,123.74360701756969,52412.0,52412.0
2022-07-27,124.50681979630781,124.33148713092203,127.16775083569212,123.2485500800098,50618.0,50618.0
2022-07-28,125.82697162980081,126.10544115717823,126.80677181872139,123.35168694200144,54079.0,54079.0
2022-07-29,125.38348312323674,121.9902803637118,125.63101159201669,121.27863601596948,79100.0,79100.0
2022-08-01,121.70149715013521,123.97050811395128,126.04355903998325,121.13424440918119,67832.0,67832.0
2022-08-02,123.98082180015044,121.28894970216864,125.0534451648635,121.16518546777868,67681.0,67681.0
2022-08-03,121.3920865641603,124.69246614789277,128.70449007936756,120.6701285302188,103342.0,103342.0
2022-08-04,125.41442418183424,128.50853004158344,128.92107748955002,124.07364497594293,110452.0,110452.0
2022-08-05,127.12649609089547,132.58243609025322,133.0465519692156,126.23951907776737,94066.0,94066.0
