date,open,close,high,low,volume
2024-08-27,4.71985152,4.71985152,4.71985152,4.71985152,2392251.0
2024-08-28,4.95953148,4.95953148,4.95953148,4.75672536,72251302.0
2024-08-29,4.9779684,5.19921144,5.19921144,4.90422072,61427698.0
2024-08-30,2.96,2.96,2.96,2.9,417501.0
2024-09-02,3.11,3.11,3.11,3.09,198031.0
2024-09-03,3.27,3.27,3.27,3.27,17485.0
2024-09-04,3.43,3.11,3.43,3.11,1592529.0
2024-09-05,2.95,3.08,3.08,2.95,404116.0
2024-09-06,3.23,3.23,3.23,3.2,705931.0
2024-09-09,3.36,3.18,3.39,3.07,1323807.0
2024-09-10,3.03,3.02,3.08,3.02,398061.0
2024-09-11,2.87,2.87,2.89,2.87,222502.0
2024-09-12,2.73,2.89,3.01,2.73,1002048.0
2024-09-13,2.83,2.75,2.91,2.75,699325.0
2024-09-18,2.61,2.61,2.67,2.61,202985.0
2024-09-19,2.49,2.68,2.74,2.48,907426.0
2024-09-20,2.61,2.65,2.74,2.56,557871.0
2024-09-23,2.61,2.52,2.63,2.52,505141.0
2024-09-24,2.45,2.56,2.63,2.41,540353.0
2024-09-25,2.53,2.69,2.69,2.52,737344.0
2024-09-26,2.76,2.82,2.82,2.74,221871.0
2024-09-27,2.95,2.71,2.96,2.69,1043440.0
2024-09-30,2.61,2.77,2.81,2.57,1137471.0
2024-10-08,2.91,2.79,2.91,2.69,1131141.0
2024-10-09,2.76,2.93,2.93,2.67,1143861.0
2024-10-10,2.94,3.08,3.08,2.83,871378.0
2024-10-11,3.1,3.15,3.23,3.04,965546.0
2024-10-14,2.99,2.99,3.05,2.99,718533.0
2024-10-15,2.96,3.0,3.07,2.85,754185.0
2024-10-16,2.93,2.91,3.02,2.87,430039.0
2024-10-17,2.91,2.93,3.01,2.89,430001.0
2024-10-18,2.91,2.89,2.95,2.82,570418.0
2024-10-21,2.84,3.03,3.03,2.82,678887.0
2024-10-22,3.01,3.03,3.08,2.97,555213.0
2024-10-23,3.02,3.08,3.16,2.98,554825.0
2024-10-24,3.03,3.13,3.23,3.03,594135.0
2024-10-25,3.16,3.18,3.21,3.05,527127.0
