date,open,close,high,low,volume
2024-08-27,12.58650828,12.60973062,12.70261998,12.49361892,8644411.0
2024-08-28,12.58650828,12.51684126,12.72584232,12.49361892,9239738.0
2024-08-29,12.63295296,12.70261998,12.74906466,12.44717424,13881629.0
2024-08-30,5.45,5.54,5.6,5.43,156754.0
2024-09-02,5.5,5.42,5.58,5.4,194087.0
2024-09-03,5.41,5.38,5.5,5.37,127611.0
2024-09-04,5.36,5.34,5.41,5.33,112595.0
2024-09-05,5.36,5.34,5.39,5.32,85179.0
2024-09-06,5.34,5.28,5.38,5.28,113534.0
2024-09-09,5.28,5.23,5.29,5.2,93751.0
2024-09-10,5.25,5.23,5.27,5.15,90066.0
2024-09-11,5.21,5.21,5.22,5.17,57939.0
2024-09-12,5.22,5.24,5.3,5.2,116383.0
2024-09-13,5.24,5.25,5.31,5.23,96700.0
2024-09-18,5.26,5.26,5.27,5.15,87187.0
2024-09-19,5.29,5.31,5.37,5.23,166850.0
2024-09-20,5.31,5.26,5.31,5.2,120128.0
2024-09-23,5.26,5.26,5.28,5.22,95737.0
2024-09-24,5.29,5.55,5.57,5.29,314220.0
2024-09-25,5.68,5.61,5.82,5.6,393627.0
2024-09-26,5.61,5.82,5.82,5.58,286087.0
2024-09-27,5.92,5.95,6.04,5.84,378702.0
2024-09-30,6.17,6.5,6.5,6.03,720527.0
2024-10-08,7.15,6.77,7.15,6.5,854194.0
2024-10-09,6.6,6.11,6.62,6.09,562671.0
2024-10-10,6.12,6.53,6.72,6.05,1202562.0
2024-10-11,6.59,6.28,6.81,6.15,1053159.0
2024-10-14,6.49,6.46,6.52,6.26,724751.0
2024-10-15,6.37,6.46,6.65,6.28,700656.0
2024-10-16,6.31,6.37,6.45,6.3,426363.0
2024-10-17,6.46,6.27,6.55,6.27,432221.0
2024-10-18,6.35,6.42,6.53,6.21,552292.0
2024-10-21,6.4,6.39,6.44,6.32,430055.0
2024-10-22,6.35,6.39,6.41,6.32,326869.0
2024-10-23,6.4,6.45,6.51,6.36,358680.0
2024-10-24,6.41,6.34,6.43,6.31,233865.0
2024-10-25,6.33,6.38,6.39,6.33,254353.0
2024-10-28,6.38,6.56,6.64,6.35,508291.0
2024-10-29,6.57,6.47,6.6,6.44,409460.0
2024-10-30,6.42,6.49,6.55,6.42,243650.0
2024-10-31,6.51,6.49,6.55,6.42,295163.0
2024-11-01,6.5,6.53,6.73,6.4,857508.0
2024-11-04,6.52,6.57,6.68,6.45,480388.0
2024-11-05,6.62,6.76,6.76,6.55,655297.0
2024-11-06,6.78,7.08,7.19,6.7,948734.0
2024-11-07,7.07,7.17,7.28,6.99,783320.0
2024-11-08,7.22,7.01,7.25,7.0,627093.0
2024-11-11,6.99,7.21,7.34,6.88,664419.0
2024-11-12,7.19,7.17,7.4,7.1,443679.0
2024-11-13,7.15,7.2,7.39,7.1,358760.0
2024-11-14,7.19,7.22,7.43,7.19,476133.0
2024-11-15,7.21,7.4,7.69,7.19,766307.0
2024-11-18,7.64,7.0,7.76,6.96,848512.0
2024-11-19,6.95,6.97,7.06,6.78,457835.0
