date,open,close,high,low,volume
2024-08-27,35.64728244,36.11880734,36.7789422,35.55297746,15619247.0
2024-08-28,35.93019738,36.40172228,36.59033224,35.27006252,11995002.0
2024-08-29,36.40172228,36.3074173,36.59033224,36.02450236,8959140.0
2024-08-30,3.85,3.87,3.9,3.83,91777.0
2024-09-02,3.87,3.89,3.93,3.86,126502.0
2024-09-03,3.89,3.91,3.94,3.89,70734.0
2024-09-04,3.9,3.89,3.93,3.87,64112.0
2024-09-05,3.89,3.85,3.93,3.84,62042.0
2024-09-06,3.86,3.82,3.88,3.81,49953.0
2024-09-09,3.81,3.79,3.84,3.78,52020.0
2024-09-10,3.8,3.76,3.81,3.71,62729.0
2024-09-11,3.75,3.73,3.77,3.68,55019.0
2024-09-12,3.73,3.72,3.77,3.71,40536.0
2024-09-13,3.74,3.7,3.74,3.68,34529.0
2024-09-18,3.7,3.66,3.71,3.6,55026.0
2024-09-19,3.66,3.76,3.77,3.65,61474.0
2024-09-20,3.78,3.76,3.78,3.72,51409.0
2024-09-23,3.75,3.73,3.76,3.71,39960.0
2024-09-24,3.74,3.86,3.86,3.74,100505.0
2024-09-25,3.94,3.96,4.02,3.93,156536.0
2024-09-26,3.98,4.06,4.06,3.95,120401.0
2024-09-27,4.1,4.15,4.19,4.09,139595.0
2024-09-30,4.3,4.53,4.56,4.29,385176.0
2024-10-08,4.95,4.67,4.97,4.44,429861.0
2024-10-09,4.56,4.23,4.56,4.23,277850.0
2024-10-10,4.27,4.31,4.39,4.21,211145.0
2024-10-11,4.31,4.22,4.32,4.17,154955.0
2024-10-14,4.21,4.29,4.33,4.14,170865.0
2024-10-15,4.26,4.18,4.29,4.18,105330.0
2024-10-16,4.18,4.27,4.32,4.14,150053.0
2024-10-17,4.29,4.16,4.32,4.15,135494.0
2024-10-18,4.13,4.22,4.29,4.1,195578.0
2024-10-21,4.23,4.16,4.23,4.15,156465.0
2024-10-22,4.18,4.15,4.2,4.12,170077.0
2024-10-23,4.14,4.17,4.19,4.13,213028.0
2024-10-24,4.18,4.18,4.19,4.13,145557.0
2024-10-25,4.16,4.41,4.49,4.16,428145.0
2024-10-28,4.39,4.44,4.44,4.34,193035.0
2024-10-29,4.46,4.27,4.46,4.24,277941.0
2024-10-30,4.24,4.29,4.31,4.23,173994.0
2024-10-31,4.28,4.4,4.42,4.28,223344.0
2024-11-01,4.4,4.47,4.57,4.34,362636.0
2024-11-04,4.5,4.6,4.64,4.39,321103.0
2024-11-05,4.61,4.65,4.75,4.55,362620.0
2024-11-06,4.65,4.61,4.69,4.58,235126.0
2024-11-07,4.61,4.71,4.74,4.6,209486.0
2024-11-08,4.73,4.62,4.75,4.59,224826.0
2024-11-11,4.59,4.62,4.63,4.55,176208.0
2024-11-12,4.62,4.54,4.64,4.51,164485.0
2024-11-13,4.53,4.51,4.58,4.46,128366.0
2024-11-14,4.52,4.45,4.55,4.43,137582.0
2024-11-15,4.44,4.44,4.5,4.43,127431.0
2024-11-18,4.48,4.49,4.58,4.46,191400.0
2024-11-19,4.46,4.51,4.52,4.39,164994.0
2024-11-20,4.52,4.64,4.64,4.46,245056.0
2024-11-21,4.65,4.61,4.66,4.57,143843.0
2024-11-22,4.63,4.48,4.64,4.47,157750.0
2024-11-25,4.47,4.5,4.54,4.44,111186.0
2024-11-26,4.5,4.44,4.51,4.42,89646.0
2024-11-27,4.43,4.43,4.45,4.27,151816.0
